Account,ASM,Growth Category,Link,My Last Call Date,Narc Id,Product Line,RSD,SEG,TM,$ / Fte (Mat),$ / Fte (Ytd),$ MAT Growth,$ YTD Growth,% MAT Growth,% YTD Growth,CYTD GLR Sales,FTE,MAT GLR Sales,Number of Records,PMAT GLR Sales,PYTD GLR Sales
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,PM 3 Yr Rabies/Rabdomune,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,PM 3 Yr Rabies/Rabdomune,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,PM 3 Yr Rabies/Rabdomune,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,PM 3 Yr Rabies/Rabdomune,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,PM 3 Yr Rabies/Rabdomune,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,PM 3 Yr Rabies/Rabdomune,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,PM 3 Yr Rabies/Rabdomune,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,PM 3 Yr Rabies/Rabdomune,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,PM 3 Yr Rabies/Rabdomune,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,PM 3 Yr Rabies/Rabdomune,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,Palladia CAD Therapeutics,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,Palladia CAD Therapeutics,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,Palladia CAD Therapeutics,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,Palladia CAD Therapeutics,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,Palladia CAD Therapeutics,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,Palladia CAD Therapeutics,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,Palladia CAD Therapeutics,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,Palladia CAD Therapeutics,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,Palladia CAD Therapeutics,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,Pet Cal,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,Pet Cal,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,Pet Cal,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,Pet Cal,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,Pet Cal,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,Pet Cal,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,Pet Cal,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,Pet Cal,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,Pet Cal,1WO - Ford,C,3227 - Hacker,-7.8,0,-15.6,0,-100,0,0,2,0,1,15.6,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,Pet Cal,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,Pet Tabs Plus,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,Pet Tabs Plus,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,Pet Tabs Plus,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,Pet Tabs Plus,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,Pet Tabs Plus,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,Pet Tabs Plus,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,Pet Tabs Plus,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,Pet Tabs Plus,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,Pet Tabs Plus,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,Pet Tabs Vet Formula,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,Pet Tabs Vet Formula,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,Pet Tabs Vet Formula,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,Pet Tabs Vet Formula,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,Pet Tabs Vet Formula,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,Pet Tabs Vet Formula,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,Pet Tabs Vet Formula,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,Pet Tabs Vet Formula,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,Pet Tabs Vet Formula,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,Pet Tinic,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,Pet Tinic,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,Pet Tinic,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,Pet Tinic,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,Pet Tinic,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,Pet Tinic,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,Pet Tinic,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,Pet Tinic,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,Pet Tinic,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,Pet Tinic,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,Pet Wellness Report,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,Pet Wellness Report,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,Pet Wellness Report,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,Pet Wellness Report,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,Pet Wellness Report,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,Pet Wellness Report,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,Pet Wellness Report,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,Pet Wellness Report,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,Pet Wellness Report,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,Pet Wellness Report,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,Porphyromonas Vaccine,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,Porphyromonas Vaccine,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,Porphyromonas Vaccine,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,Porphyromonas Vaccine,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,Porphyromonas Vaccine,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,Porphyromonas Vaccine,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,Porphyromonas Vaccine,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,Porphyromonas Vaccine,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,Porphyromonas Vaccine,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,Porphyromonas Vaccine,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,Primor,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,Primor,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,Primor,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,Primor,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,Primor,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,Primor,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,Primor,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,Primor,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,Primor,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,Primor,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,Primucell,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,Primucell,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,Primucell,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,Primucell,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,Primucell,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,Primucell,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,Primucell,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,Primucell,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,Primucell,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,Primucell,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,ProHeart 6,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,ProHeart 6,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,ProHeart 6,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,ProHeart 6,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,ProHeart 6,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,ProHeart 6,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,ProHeart 6,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,ProHeart 6,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,ProHeart 6,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,ProHeart 6,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,ProMeris Cat,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,ProMeris Cat,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,ProMeris Cat,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,ProMeris Cat,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,ProMeris Cat,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,ProMeris Cat,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,ProMeris Cat,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,ProMeris Cat,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,ProMeris Cat,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,ProMeris Cat,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,ProMeris Dog,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,ProMeris Dog,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,ProMeris Dog,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,ProMeris Dog,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,ProMeris Dog,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,ProMeris Dog,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,ProMeris Dog,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,ProMeris Dog,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,ProMeris Dog,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,ProMeris Dog,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,Profit Solver,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,Profit Solver,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,Profit Solver,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,Profit Solver,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,Profit Solver,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,Profit Solver,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,Profit Solver,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Cascade Vet Referral - 384021,132 - Archuleta,No Change,,6/29/2015,384021,Profit Solver,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,Profit Solver,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,Profit Solver,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,Propoflo,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,Propoflo,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
The Pet Clinic - 15832,132 - Archuleta,No Change,,7/10/2015,15832,Propoflo,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Oak Hills Vet Clinic - 14598,132 - Archuleta,No Change,,7/16/2015,14598,Propoflo,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Newport Veterinary Hospital - 219633,132 - Archuleta,No Change,,3/2/2015,219633,RFD,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Chehalem Animal Clinic - 36181,132 - Archuleta,No Change,,4/9/2015,36181,RFD,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Birch Street Animal Clinic - 3818,132 - Archuleta,No Change,,6/8/2015,3818,RFD,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Full Circle Veterinary Care - 31220,132 - Archuleta,No Change,,6/23/2015,31220,RFD,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Ash Creek Animal Clinic - 25265,132 - Archuleta,No Change,,6/24/2015,25265,RFD,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Canby Vet Clinic - 12681,132 - Archuleta,No Change,,6/25/2015,12681,RFD,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
Orchard View Veterinary Center - 401229,132 - Archuleta,No Change,,6/26/2015,401229,RFD,1WO - Ford,C,3227 - Hacker,0,0,0,0,0,0,0,2,0,1,0,0
